Geschäftsnummer,Ausstellungsdatum,Bestimmungsland,Güterart,Geschäftsart,EKN,Wert [CHF]
8005842,02.12.2015,Russische Föderation,Dual Use Güter,Ausfuhr,3A233,750000
8004460,02.12.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",11239802
8004460,02.12.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B001.c,0
8005853,02.12.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,5A002.a1a,24000
8005859,02.12.2015,Singapur,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",209956
8005861,02.12.2015,Indien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",415411
8005858,02.12.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.c1
2B201.b",1100000
8005858,02.12.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.c1
2B201.b",1120000
8005869,03.12.2015,Deutschland,Nukleargüter,Ausfuhr,0C003,300000
8005868,03.12.2015,Deutschland,Nukleargüter,Ausfuhr,0C003,300000
8005868,03.12.2015,Deutschland,Nukleargüter,Ausfuhr,0C003,2000000
8005864,03.12.2015,Brasilien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",291045
8005865,03.12.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.a1
2B001.a2",94594.9
8005867,03.12.2015,Südafrika,Dual Use Güter,Ausfuhr,6A005.A6B2,266700
8005873,03.12.2015,Rumänien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.b
2B001.c",180350.5
8005879,03.12.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,5A002.a1a,144840
8005880,03.12.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2B350.d3,16352.16
8005672,03.12.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,7A101,5250
8005885,03.12.2015,Indien,Dual Use Güter,Ausfuhr,5D001.a,14450
8005897,04.12.2015,Belgien,National kontrollierte Güter,Ausfuhr,5.1,241.2
8005893,04.12.2015,Chile,National kontrollierte Güter,Ausfuhr,5.1,30729.9
8005908,04.12.2015,Schweden,Nukleargüter,Ausfuhr,0C003,5000
8005908,04.12.2015,Schweden,Nukleargüter,Ausfuhr,0C003,30000
8005916,04.12.2015,Deutschland,Dual Use Güter,Ausfuhr,2B350.i4,7540
8005911,04.12.2015,Vietnam,Dual Use Güter,Ausfuhr,2B001.a,395220
8005875,04.12.2015,Tschechische Republik,Nukleargüter,Ausfuhr,0C003,4000
8005875,04.12.2015,Tschechische Republik,Nukleargüter,Ausfuhr,0C003,10000
8005926,04.12.2015,Polen,Nukleargüter,Ausfuhr,0C003,5000
8005926,04.12.2015,Polen,Nukleargüter,Ausfuhr,0C003,30000
8005927,04.12.2015,Grossbritannien,Nukleargüter,Ausfuhr,0C003,70000
8005927,04.12.2015,Grossbritannien,Nukleargüter,Ausfuhr,0C003,10000
8005924,04.12.2015,Singapur,Dual Use Güter,Ausfuhr,1C231,10000
8005921,05.12.2015,Spanien,Dual Use Güter,Ausfuhr,5D001.a,14450
8005934,07.12.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,7610
8005684,07.12.2015,Mexiko,"Dual Use Güter
Dual Use Güter",Ausfuhr,"5A001.f1
5A001.f3",2500
8004992,07.12.2015,Marokko,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",372467
8005940,07.12.2015,Malaysia,Dual Use Güter,Ausfuhr,5A002.a1,69361
8005940,07.12.2015,Malaysia,Dual Use Güter,Ausfuhr,5D002.c1,0
8005941,07.12.2015,Deutschland,Nukleargüter,Ausfuhr,0C003,10000
8005941,07.12.2015,Deutschland,Nukleargüter,Ausfuhr,0C003,100000
8005942,07.12.2015,Deutschland,Nukleargüter,Ausfuhr,0C003,120000
8005942,07.12.2015,Deutschland,Nukleargüter,Ausfuhr,0C003,30000
8005944,07.12.2015,Frankreich,Nukleargüter,Ausfuhr,0C003,6000
8005944,07.12.2015,Frankreich,Nukleargüter,Ausfuhr,0C003,60000
8005945,07.12.2015,Slowenien,Nukleargüter,Ausfuhr,0C003,5000
8005945,07.12.2015,Slowenien,Nukleargüter,Ausfuhr,0C003,2000
8005960,07.12.2015,"Korea, Republik (Südkorea)",Nukleargüter,Ausfuhr,0C003,20000
8005960,07.12.2015,"Korea, Republik (Südkorea)",Nukleargüter,Ausfuhr,0C003,5000
8005952,07.12.2015,Slowakische Republik,Besondere militärische Güter,Ausfuhr,ML17.h,950
8005952,07.12.2015,Slowakische Republik,Besondere militärische Güter,Ausfuhr,ML17.h,100
8005966,07.12.2015,"China, Volksrepublik",Nukleargüter,Ausfuhr,0C003,10000
8005966,07.12.2015,"China, Volksrepublik",Nukleargüter,Ausfuhr,0C003,100000
8005965,07.12.2015,Polen,Besondere militärische Güter,Ausfuhr,ML13,25
8005965,07.12.2015,Polen,Besondere militärische Güter,Ausfuhr,ML13,25
8005965,07.12.2015,Polen,Besondere militärische Güter,Ausfuhr,ML13,25
8005954,07.12.2015,Indien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"7B003
2B120",1031000
8005936,07.12.2015,Thailand,National kontrollierte Güter,Ausfuhr,5.1,5966
8005938,07.12.2015,"China, Volksrepublik",National kontrollierte Güter,Ausfuhr,5.1,173550
8005938,07.12.2015,"China, Volksrepublik",National kontrollierte Güter,Ausfuhr,5.1,76066
8005974,08.12.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g.2,1900
8005975,08.12.2015,Deutschland,Nukleargüter,Ausfuhr,0C003,120000
8005975,08.12.2015,Deutschland,Nukleargüter,Ausfuhr,0C003,30000
8005957,08.12.2015,Serbien,National kontrollierte Güter,Ausfuhr,5.1,6760
8005976,08.12.2015,Mexiko,National kontrollierte Güter,Ausfuhr,5.2,86000
8005978,08.12.2015,Serbien,National kontrollierte Güter,Ausfuhr,5.1,7057
8005979,08.12.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.b1,400000
8003618,08.12.2015,Bulgarien,Dual Use Güter,Ausfuhr,5A001.f2,1500
8005205,08.12.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g2,275
8005205,08.12.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g2,972
8005205,08.12.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g2,382
8005986,08.12.2015,Vereinigte Arabische Emirate,National kontrollierte Güter,Ausfuhr,5.1,6062
8005986,08.12.2015,Vereinigte Arabische Emirate,National kontrollierte Güter,Ausfuhr,5.1,6466
8005987,08.12.2015,Indien,Dual Use Güter,Ausfuhr,2D002,9127.2
8005982,08.12.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.b1
2B001.c1",550000
8005983,08.12.2015,Türkei,National kontrollierte Güter,Ausfuhr,5.1,46829
8005984,08.12.2015,Rumänien,Dual Use Güter,Ausfuhr,3A225,5906
8005539,08.12.2015,Indien,Besondere militärische Güter,Ausfuhr,ML21,1
8005539,08.12.2015,Indien,Besondere militärische Güter,Ausfuhr,ML22,1
8005539,08.12.2015,Indien,Besondere militärische Güter,Ausfuhr,ML10,80000000
8005969,08.12.2015,Grossbritannien,Nukleargüter,Ausfuhr,0C003,70000
8005969,08.12.2015,Grossbritannien,Nukleargüter,Ausfuhr,0C003,10000
8001929,08.12.2015,Indien,Dual Use Güter,Ausfuhr,2D002,8021.2
8000285,08.12.2015,Indien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201
2B001",1942960
8005779,08.12.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,5B001.a,231486
8005994,08.12.2015,Jordanien,Dual Use Güter,Ausfuhr,2B350.i7,40400
8005989,08.12.2015,Indien,Dual Use Güter,Ausfuhr,2D002,9127.2
8005993,08.12.2015,Indien,Dual Use Güter,Ausfuhr,2D002,9127.2
8006000,08.12.2015,Südafrika,Besondere militärische Güter,Ausfuhr,ML14,140000
8006003,08.12.2015,Slowenien,Dual Use Güter,Ausfuhr,2B001.a,378000
8005688,08.12.2015,Israel,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",373600
8006001,08.12.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.B,40000
8006001,08.12.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.B,25000
8006010,08.12.2015,Serbien,Dual Use Güter,Ausfuhr,2B001.a,235440
8006009,08.12.2015,Bahrain,National kontrollierte Güter,Ausfuhr,5.1,52332
8005958,08.12.2015,Frankreich,Nukleargüter,Ausfuhr,0C003,2000
8005958,08.12.2015,Frankreich,Nukleargüter,Ausfuhr,0C003,1000
8006012,08.12.2015,Belgien,Nukleargüter,Ausfuhr,0C003,10000
8006012,08.12.2015,Belgien,Nukleargüter,Ausfuhr,0C003,50000
8006019,08.12.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g.2,1791
8006021,08.12.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g2,1816.32
8005959,09.12.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,900
8006015,09.12.2015,Iran,Sanktionsgüter,Ausfuhr,"Anh. 2, III.A1.003",108
8006015,09.12.2015,Iran,Sanktionsgüter,Ausfuhr,"Anh. 2, III.A1.003",8440
8006024,09.12.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,1132.02
8006027,09.12.2015,"China, Volksrepublik",Nukleargüter,Ausfuhr,0C003,400000
8006027,09.12.2015,"China, Volksrepublik",Nukleargüter,Ausfuhr,0C003,120000
8006026,09.12.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,1583.39
8006026,09.12.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,1545.48
8005303,09.12.2015,Japan,Besondere militärische Güter,Ausfuhr,ML13.d,555.45
8006034,09.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13.a,1043
8006036,09.12.2015,Rumänien,National kontrollierte Güter,Ausfuhr,5.1,8344
8006038,09.12.2015,Israel,Dual Use Güter,Ausfuhr,2B120,81000
8006039,09.12.2015,Belgien,Nukleargüter,Ausfuhr,0C003,100000
8006039,09.12.2015,Belgien,Nukleargüter,Ausfuhr,0C003,1000000
8006044,09.12.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.b,27862
8005913,10.12.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A002.g2,205344.77
8005840,10.12.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A228.c,959700
8005935,10.12.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,15360
8006065,10.12.2015,Grossbritannien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",262764
8006068,10.12.2015,Deutschland,Dual Use Güter,Ausfuhr,2B350.i4,2625
8006067,10.12.2015,Argentinien,National kontrollierte Güter,Ausfuhr,5.1,815
8006075,10.12.2015,Indien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.c1
2B201.b1",376366
8006062,10.12.2015,Polen,National kontrollierte Güter,Ausfuhr,5.1,249.07
8006083,11.12.2015,Vereinigte Staaten von Amerika,Nukleargüter,Ausfuhr,0C003,400000
8006080,11.12.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B001.a,1122089.2
8006125,14.12.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B001.d,341200
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,147.6
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,170
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,147.6
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,396
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,1188
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,147.6
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,147.6
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,200
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,147.6
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,200
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,1188
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,200
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,147.6
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,200
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,170
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,792
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,200
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,170
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,147.6
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,147.6
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,236
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,156
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,792
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,236
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,792
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,200
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,236
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,0
8006093,14.12.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13,316
8005798,14.12.2015,Belgien,Dual Use Güter,Ausfuhr,5D001.a,1327.5
8005798,14.12.2015,Belgien,Dual Use Güter,Ausfuhr,5D001.a,8850
8006109,14.12.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,5B001.a,86500
8006122,14.12.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",1060000
8006103,14.12.2015,"China, Volksrepublik",Nukleargüter,Ausfuhr,0C003,20000
8006103,14.12.2015,"China, Volksrepublik",Nukleargüter,Ausfuhr,0C003,80000
8006111,14.12.2015,Deutschland,Nukleargüter,Ausfuhr,0C003,400000
8006104,14.12.2015,Österreich,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",138861.65
8006095,14.12.2015,Iran,Sanktionsgüter,Vermittlung,III.A1.024,2200
8005928,14.12.2015,Italien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",385355
8006052,14.12.2015,Deutschland,Besondere militärische Güter,Ausfuhr,ML13,0
8006052,14.12.2015,Deutschland,Besondere militärische Güter,Ausfuhr,ML13,0
8006052,14.12.2015,Deutschland,Besondere militärische Güter,Ausfuhr,ML13,5940
8006119,14.12.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML15.c,3500
8006073,14.12.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,5D001.a,1211.25
8006073,14.12.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,5A001.f1,8075
8005899,15.12.2015,Frankreich,Nukleargüter,Ausfuhr,0B001.b14b,21500
8005777,15.12.2015,Frankreich,Nukleargüter,Ausfuhr,0B001.b14b,24700
8006151,15.12.2015,Qatar,Dual Use Güter,Ausfuhr,5A002.a1,4364
8006151,15.12.2015,Qatar,Dual Use Güter,Ausfuhr,5A002.a1,41440
8006151,15.12.2015,Qatar,Dual Use Güter,Ausfuhr,5A002.c1,821
8006160,15.12.2015,Vereinigte Arabische Emirate,"Dual Use Güter
Dual Use Güter",Ausfuhr,"5A002.a1
5D002.c1",104862
8006153,15.12.2015,Vereinigte Staaten von Amerika,Nukleargüter,Ausfuhr,0C003,610000
8006153,15.12.2015,Vereinigte Staaten von Amerika,Nukleargüter,Ausfuhr,0C003,200000
8006163,15.12.2015,Litauen,Dual Use Güter,Ausfuhr,1C231,1200
8006162,15.12.2015,Thailand,Dual Use Güter,Ausfuhr,5A002.a1,31148
8006166,15.12.2015,Saudi-Arabien,Dual Use Güter,Ausfuhr,5A002.a1,21496
8006167,15.12.2015,Äthiopien,Dual Use Güter,Ausfuhr,5A002.a1,56000
8006167,15.12.2015,Äthiopien,Dual Use Güter,Ausfuhr,5D002.c1,1200
8006152,15.12.2015,Russische Föderation,National kontrollierte Güter,Ausfuhr,5.1,20250
8006147,15.12.2015,Russische Föderation,National kontrollierte Güter,Ausfuhr,5.1,11000
8006149,15.12.2015,Russische Föderation,National kontrollierte Güter,Ausfuhr,5.1,11000
8006149,15.12.2015,Russische Föderation,National kontrollierte Güter,Ausfuhr,5.1,20250
8006136,15.12.2015,Russische Föderation,National kontrollierte Güter,Ausfuhr,5.1,37500
8006142,15.12.2015,Kanada,Dual Use Güter,Ausfuhr,5D001.a,1425
8006157,15.12.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML04,40000
8006157,15.12.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML04,78000
8006157,15.12.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML04,30000
8006157,15.12.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML04,41500
8006157,15.12.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML04,2500
8006171,16.12.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g2,1983
8006071,16.12.2015,Frankreich,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",361890
8005609,16.12.2015,Serbien,Besondere militärische Güter,Ausfuhr,ML18.a,418000
8006190,16.12.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,5B001.a,47880
8006201,16.12.2015,El Salvador,Dual Use Güter,Ausfuhr,5A002.a1a,190080
8006132,17.12.2015,Indonesien,Dual Use Güter,Ausfuhr,5D002.c1,20000
8006183,17.12.2015,Indien,Besondere militärische Güter,Ausfuhr,ML10.c2,8250
8006207,17.12.2015,Pakistan,Dual Use Güter,Ausfuhr,3A002.g2,144476
8006218,17.12.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2D002,7181.7
8006211,17.12.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.a1
2B001.b2",2164800
8005988,17.12.2015,Indien,Dual Use Güter,Ausfuhr,2D002,9127.2
8003936,17.12.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2D002,9350
8004742,17.12.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2D002,8366.6
8006220,17.12.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2D002,7273.25
8006029,17.12.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B001.a,569426
8006208,17.12.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,3954
8006208,17.12.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,4180
8006164,17.12.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,7A103.a,539865
8006175,17.12.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",745504
8006224,17.12.2015,Japan,Besondere militärische Güter,Ausfuhr,ML13.d,277.7
8006224,17.12.2015,Japan,Besondere militärische Güter,Ausfuhr,ML13.d,296.2
8006224,17.12.2015,Japan,Besondere militärische Güter,Ausfuhr,ML13.d,518.35
8006224,17.12.2015,Japan,Besondere militärische Güter,Ausfuhr,ML13.d,296.2
8006221,17.12.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.a,3507381
8006227,17.12.2015,Indien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.c1
2B201.b1",685000
8006227,17.12.2015,Indien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.c1
2B201.b1",700000
8006228,18.12.2015,Philippinen,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.c1
2B201.b1",360000
8006229,18.12.2015,Kamerun,Besondere militärische Güter,Ausfuhr,ML13.d,7380
8006229,18.12.2015,Kamerun,Besondere militärische Güter,Ausfuhr,ML13.d,7395
8006229,18.12.2015,Kamerun,Besondere militärische Güter,Ausfuhr,ML13.d,5600
8006250,18.12.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.B,30209
8006187,18.12.2015,Ukraine,National kontrollierte Güter,Ausfuhr,5.1,13393
8006187,18.12.2015,Ukraine,National kontrollierte Güter,Ausfuhr,5.1,6148
8006255,18.12.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML15.c,5327
8006007,18.12.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B201.a,522768
8005710,18.12.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B201.a,196015
8006254,18.12.2015,Estland,Besondere militärische Güter,Ausfuhr,ML03.a,133300
8006254,18.12.2015,Estland,Besondere militärische Güter,Ausfuhr,ML03.a,44280
8004732,18.12.2015,"China, Volksrepublik",Nukleargüter,Ausfuhr,0B001.b141b,147000
8006181,18.12.2015,Frankreich,Nukleargüter,Ausfuhr,0B001.b14b,65000
8006193,21.12.2015,Estland,Dual Use Güter,Ausfuhr,7A103.a1,584493
8006268,21.12.2015,Marokko,Dual Use Güter,Ausfuhr,2B201.b,102171
8006264,21.12.2015,Indien,Dual Use Güter,Ausfuhr,2B350.g,6565
8006281,21.12.2015,Vereinigte Arabische Emirate,Dual Use Güter,Ausfuhr,6A005.a6b2,680000
8006284,21.12.2015,Ägypten,Dual Use Güter,Ausfuhr,6A005.a6b2,867000
8006272,21.12.2015,Deutschland,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.c
2B201.b",14600
8006237,22.12.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B001.a,348600
8006295,22.12.2015,Saudi-Arabien,Dual Use Güter,Ausfuhr,5A002.a1,18575
8006296,22.12.2015,Saudi-Arabien,Dual Use Güter,Ausfuhr,5A002.a1,23982
8006289,22.12.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,7A103.a,377477
8006297,22.12.2015,Saudi-Arabien,Dual Use Güter,Ausfuhr,5A002.a1,189302
8006282,22.12.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,5A001.f1,200
8006298,22.12.2015,Algerien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"5A002.a1
5D002.c1",107816
8006298,22.12.2015,Algerien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"5A002.a1
5D002.c1",8730
8006298,22.12.2015,Algerien,Dual Use Güter,Ausfuhr,5D002.c1,216
8006299,22.12.2015,Algerien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"5A002.a1
5D002.c1",236865
8006299,22.12.2015,Algerien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"5A002.a1
5D002.c1",29155
8006299,22.12.2015,Algerien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"5A002.a1
5D002.c1",15023
8006299,22.12.2015,Algerien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"5A002.a1
5D002.c1",125052
8006299,22.12.2015,Algerien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"5A002.a1
5D002.c1",54178
8006299,22.12.2015,Algerien,Dual Use Güter,Ausfuhr,5D002.c1,4159
8006300,22.12.2015,Algerien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"5A002.a1
5D002.c1",129308
8006300,22.12.2015,Algerien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"5A002.a1
5D002.c1",9456
8006300,22.12.2015,Algerien,Dual Use Güter,Ausfuhr,5D002.c1,1944
8006302,22.12.2015,Algerien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"5A002.a1
5D002.c1",99816
8006302,22.12.2015,Algerien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"5A002.a1
5D002.c1",355750
8006302,22.12.2015,Algerien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"5A002.a1
5D002.c1",118169
8006302,22.12.2015,Algerien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"5A002.a1
5D002.c1",35899
8006302,22.12.2015,Algerien,Dual Use Güter,Ausfuhr,5D002.c1,8883
8006303,22.12.2015,Singapur,Dual Use Güter,Ausfuhr,1C231,4400
8006308,22.12.2015,Vereinigte Staaten von Amerika,Nukleargüter,Ausfuhr,0C003,10000
8006308,22.12.2015,Vereinigte Staaten von Amerika,Nukleargüter,Ausfuhr,0C003,400000
8006310,22.12.2015,Italien,Nukleargüter,Ausfuhr,0C003,5000
8006310,22.12.2015,Italien,Nukleargüter,Ausfuhr,0C003,2000
8006312,22.12.2015,Indien,Nukleargüter,Ausfuhr,0C003,5000
8006312,22.12.2015,Indien,Nukleargüter,Ausfuhr,0C003,2000
8006306,22.12.2015,Mexiko,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",432000
8006179,22.12.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",497002
8006066,23.12.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"7B003
2B120",579000
8000689,23.12.2015,Russische Föderation,Dual Use Güter,Ausfuhr,7B003,193000
8006110,23.12.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B201.a,124501
8003700,23.12.2015,Russische Föderation,Dual Use Güter,Ausfuhr,7A002.a1b,7472000
8005727,23.12.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.c
2B201.b",1815000
8005996,23.12.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.B,35600
8006337,23.12.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A002.g2,53411
8006331,23.12.2015,Uruguay,"Besondere militärische Güter
Besondere militärische Güter",Ausfuhr,"ML03
ML03",600
